Default Dataset,
X,Y
-0.4625716116481125,-0.010181451612903292
-0.3635980796765771,-0.009695873386575737
-0.26363771483494436,-0.00941442125237213
-0.16332905603915948,-0.00851399430740063
-0.1034224959250103,0.004649390078612203
-0.09645661684196971,0.1410569259962049
-0.09018732566723309,0.42094788039285125
-0.0832214465841925,0.7253779427403715
-0.07550922331368326,0.8965716221972659
-0.06171808071915419,1.019560432307565
-0.04636033643643589,1.1260954188126862
-0.03271882323214803,1.2548138861535394
-0.03097735346138797,1.3472669558145838
-0.01007971621226611,1.4785922284546573
0.0013365856182726565,1.1927301888497333
0.0038520419538151662,0.9268017878705732
0.01012133312855168,0.8432878538512179
0.03693996759825802,0.662381039264341
0.06195380612372203,0.46988816875723893
0.09022894258351877,0.37019414475467594
0.19715518650819208,0.17467726296473907
0.2971155513498248,0.06456351314719422
0.3974242101456097,0.002205374085118006
0.49773286894139457,-0.049776416373000565
0.5976932337830273,-0.08192792501616042
0.69765359862466,-0.09882824613716457
0.7979622574204449,-0.10427368528056391
0.8982709162162296,-0.11266337760910794
0.9982312810578623,-0.09303209124841016
1.0981916458994951,-0.06509796692870706
1.1985003046952798,-0.04853296963946896
1.2995055513993687,-0.030548251558688122
1.3987693283326976,-0.003539107950872644
1.4987296931743304,0.01585470317159121
